title,company,location,education,experience,skills,description
Tour Guide,Ethiopian Airlines,Mekelle,High School,9,"JavaScript, Amharic, AWS, CCNA, Data Analysis, Python, Networking, Customer Service","We are looking for a Tour Guide at Ethiopian Airlines in Mekelle. Requirements: High School degree, 9 years experience, skills: JavaScript, Amharic, AWS, CCNA, Data Analysis, Python, Networking, Customer Service."
Chef,Ethiopian Airlines,Adama,Bachelor's,3,"TensorFlow, Sales, Customer Service, Machine Learning","We are looking for a Chef at Ethiopian Airlines in Adama. Requirements: Bachelor's degree, 3 years experience, skills: TensorFlow, Sales, Customer Service, Machine Learning."
Software Developer,Commercial Bank of Ethiopia,Dire Dawa,Bachelor's,6,"Cybersecurity, Project Management, Teaching, Docker, NumPy","We are looking for a Software Developer at Commercial Bank of Ethiopia in Dire Dawa. Requirements: Bachelor's degree, 6 years experience, skills: Cybersecurity, Project Management, Teaching, Docker, NumPy."
Nurse,Ministry of Education,Dire Dawa,Master's,0,"Pandas, Python, Java, Scikit-learn","We are looking for a Nurse at Ministry of Education in Dire Dawa. Requirements: Master's degree, 0 years experience, skills: Pandas, Python, Java, Scikit-learn."
Customer Service Officer,UNICEF Ethiopia,Mekelle,High School,8,"Project Management, English, Machine Learning, Leadership, Amharic, TensorFlow, Teamwork, Django","We are looking for a Customer Service Officer at UNICEF Ethiopia in Mekelle. Requirements: High School degree, 8 years experience, skills: Project Management, English, Machine Learning, Leadership, Amharic, TensorFlow, Teamwork, Django."
Customer Service Officer,Population Services International,Debre Zeit,Master's,9,"TensorFlow, Networking, PyTorch, English, Pandas, Teamwork","We are looking for a Customer Service Officer at Population Services International in Debre Zeit. Requirements: Master's degree, 9 years experience, skills: TensorFlow, Networking, PyTorch, English, Pandas, Teamwork."
Marketing Officer,Pathfinder International,Hawassa,High School,5,"Oracle, Django, Project Management, Pandas","We are looking for a Marketing Officer at Pathfinder International in Hawassa. Requirements: High School degree, 5 years experience, skills: Oracle, Django, Project Management, Pandas."
Data Analyst,Awash Bank,Debre Zeit,Diploma,0,"Networking, Scikit-learn, Oracle, PyTorch, Linux, Data Analysis","We are looking for a Data Analyst at Awash Bank in Debre Zeit. Requirements: Diploma degree, 0 years experience, skills: Networking, Scikit-learn, Oracle, PyTorch, Linux, Data Analysis."
Hotel Manager,Ethiopian Airlines,Gondar,Diploma,0,"Sales, CSS, Microsoft Office, Communication","We are looking for a Hotel Manager at Ethiopian Airlines in Gondar. Requirements: Diploma degree, 0 years experience, skills: Sales, CSS, Microsoft Office, Communication."
Project Manager,Pathfinder International,Jimma,High School,1,"Networking, Teaching, PyTorch","We are looking for a Project Manager at Pathfinder International in Jimma. Requirements: High School degree, 1 years experience, skills: Networking, Teaching, PyTorch."
Civil Engineer,SOS Children's Villages,Mekelle,Bachelor's,0,"Docker, SQL, CCNA, Ethical Hacking, Sales","We are looking for a Civil Engineer at SOS Children's Villages in Mekelle. Requirements: Bachelor's degree, 0 years experience, skills: Docker, SQL, CCNA, Ethical Hacking, Sales."
Procurement Officer,SOS Children's Villages,Hawassa,Master's,4,"Leadership, Git, Flask, CSS, Amharic, Customer Service, TensorFlow, SQL","We are looking for a Procurement Officer at SOS Children's Villages in Hawassa. Requirements: Master's degree, 4 years experience, skills: Leadership, Git, Flask, CSS, Amharic, Customer Service, TensorFlow, SQL."
Network Administrator,Pathfinder International,Addis Ababa,Master's,0,"Data Analysis, SAP, SQL, Oracle, HTML, Flask, CSS","We are looking for a Network Administrator at Pathfinder International in Addis Ababa. Requirements: Master's degree, 0 years experience, skills: Data Analysis, SAP, SQL, Oracle, HTML, Flask, CSS."
Graphic Designer,Oxfam GB,Addis Ababa,High School,1,"NumPy, Linux, Docker, Writing, Machine Learning, Flask, Pandas","We are looking for a Graphic Designer at Oxfam GB in Addis Ababa. Requirements: High School degree, 1 years experience, skills: NumPy, Linux, Docker, Writing, Machine Learning, Flask, Pandas."
Accountant,PSI Ethiopia,Dire Dawa,High School,3,"Networking, Excel, Research, AWS, Git, Writing, CSS","We are looking for a Accountant at PSI Ethiopia in Dire Dawa. Requirements: High School degree, 3 years experience, skills: Networking, Excel, Research, AWS, Git, Writing, CSS."
Graphic Designer,Ethio Telecom,Bahir Dar,Diploma,1,"Sales, TensorFlow, NumPy, HTML, English, Java","We are looking for a Graphic Designer at Ethio Telecom in Bahir Dar. Requirements: Diploma degree, 1 years experience, skills: Sales, TensorFlow, NumPy, HTML, English, Java."
Logistics Coordinator,SOS Children's Villages,Adama,Bachelor's,2,"PyTorch, Sales, Pandas, Leadership, CSS, HTML","We are looking for a Logistics Coordinator at SOS Children's Villages in Adama. Requirements: Bachelor's degree, 2 years experience, skills: PyTorch, Sales, Pandas, Leadership, CSS, HTML."
Human Resources Assistant,Ethiopian Shipping Lines,Addis Ababa,Master's,9,"HTML, Pandas, Accounting, Research, Scikit-learn, SAP, Networking","We are looking for a Human Resources Assistant at Ethiopian Shipping Lines in Addis Ababa. Requirements: Master's degree, 9 years experience, skills: HTML, Pandas, Accounting, Research, Scikit-learn, SAP, Networking."
Civil Engineer,World Food Programme,Bahir Dar,Bachelor's,5,"TensorFlow, Accounting, Cybersecurity, English","We are looking for a Civil Engineer at World Food Programme in Bahir Dar. Requirements: Bachelor's degree, 5 years experience, skills: TensorFlow, Accounting, Cybersecurity, English."
Procurement Officer,Awash Bank,Dire Dawa,Bachelor's,7,"AWS, Cisco, Accounting, CCNA, CSS, Oracle, PyTorch","We are looking for a Procurement Officer at Awash Bank in Dire Dawa. Requirements: Bachelor's degree, 7 years experience, skills: AWS, Cisco, Accounting, CCNA, CSS, Oracle, PyTorch."
Network Administrator,Ministry of Education,Dire Dawa,Bachelor's,3,"Teamwork, TensorFlow, Linux, Oracle, Accounting, PyTorch, Communication","We are looking for a Network Administrator at Ministry of Education in Dire Dawa. Requirements: Bachelor's degree, 3 years experience, skills: Teamwork, TensorFlow, Linux, Oracle, Accounting, PyTorch, Communication."
Content Writer,Pathfinder International,Adama,High School,3,"Machine Learning, PyTorch, Docker, Communication, CSS, Leadership, CCNA","We are looking for a Content Writer at Pathfinder International in Adama. Requirements: High School degree, 3 years experience, skills: Machine Learning, PyTorch, Docker, Communication, CSS, Leadership, CCNA."
Data Analyst,Homegrown Ethiopia,Adama,Bachelor's,0,"TensorFlow, Scikit-learn, Research, Git, Pandas, Sales, CSS","We are looking for a Data Analyst at Homegrown Ethiopia in Adama. Requirements: Bachelor's degree, 0 years experience, skills: TensorFlow, Scikit-learn, Research, Git, Pandas, Sales, CSS."
Marketing Officer,Commercial Bank of Ethiopia,Jimma,Bachelor's,6,"Cisco, Python, QuickBooks, English, Teaching","We are looking for a Marketing Officer at Commercial Bank of Ethiopia in Jimma. Requirements: Bachelor's degree, 6 years experience, skills: Cisco, Python, QuickBooks, English, Teaching."
Civil Engineer,Oxfam GB,Bahir Dar,Bachelor's,4,"Teaching, Linux, Data Analysis","We are looking for a Civil Engineer at Oxfam GB in Bahir Dar. Requirements: Bachelor's degree, 4 years experience, skills: Teaching, Linux, Data Analysis."
Auditor,NIB Insurance,Bahir Dar,Diploma,10,"Git, Research, Linux","We are looking for a Auditor at NIB Insurance in Bahir Dar. Requirements: Diploma degree, 10 years experience, skills: Git, Research, Linux."
Teacher,Dashen Bank,Bahir Dar,Bachelor's,5,"Accounting, Communication, SAP, Writing","We are looking for a Teacher at Dashen Bank in Bahir Dar. Requirements: Bachelor's degree, 5 years experience, skills: Accounting, Communication, SAP, Writing."
Customer Service Officer,SOS Children's Villages,Debre Zeit,Diploma,7,"Ethical Hacking, CCNA, Leadership","We are looking for a Customer Service Officer at SOS Children's Villages in Debre Zeit. Requirements: Diploma degree, 7 years experience, skills: Ethical Hacking, CCNA, Leadership."
Translator (Amharic/English),UNICEF Ethiopia,Hawassa,Master's,0,"Project Management, Leadership, SQL, QuickBooks, Marketing, Research, Linux","We are looking for a Translator (Amharic/English) at UNICEF Ethiopia in Hawassa. Requirements: Master's degree, 0 years experience, skills: Project Management, Leadership, SQL, QuickBooks, Marketing, Research, Linux."
Chef,Ethio Telecom,Adama,High School,0,"Accounting, Scikit-learn, PyTorch, Writing","We are looking for a Chef at Ethio Telecom in Adama. Requirements: High School degree, 0 years experience, skills: Accounting, Scikit-learn, PyTorch, Writing."
Graphic Designer,Pathfinder International,Jimma,Master's,0,"SAP, Teaching, AWS, Marketing","We are looking for a Graphic Designer at Pathfinder International in Jimma. Requirements: Master's degree, 0 years experience, skills: SAP, Teaching, AWS, Marketing."
Financial Analyst,Addis Ababa University,Addis Ababa,Bachelor's,9,"Networking, Java, Linux","We are looking for a Financial Analyst at Addis Ababa University in Addis Ababa. Requirements: Bachelor's degree, 9 years experience, skills: Networking, Java, Linux."
Translator (Amharic/English),Commercial Bank of Ethiopia,Bahir Dar,High School,3,"SAP, Cisco, Ethical Hacking, NumPy, Marketing","We are looking for a Translator (Amharic/English) at Commercial Bank of Ethiopia in Bahir Dar. Requirements: High School degree, 3 years experience, skills: SAP, Cisco, Ethical Hacking, NumPy, Marketing."
Translator (Amharic/English),World Food Programme,Addis Ababa,Diploma,0,"Teaching, Cybersecurity, Machine Learning, SQL, Linux, English, TensorFlow, Project Management","We are looking for a Translator (Amharic/English) at World Food Programme in Addis Ababa. Requirements: Diploma degree, 0 years experience, skills: Teaching, Cybersecurity, Machine Learning, SQL, Linux, English, TensorFlow, Project Management."
Graphic Designer,Oxfam GB,Mekelle,High School,5,"Sales, Django, Ethical Hacking, Excel, Scikit-learn, Git","We are looking for a Graphic Designer at Oxfam GB in Mekelle. Requirements: High School degree, 5 years experience, skills: Sales, Django, Ethical Hacking, Excel, Scikit-learn, Git."
Auditor,CARE Ethiopia,Gondar,Bachelor's,5,"Networking, Marketing, Teaching, Java, PyTorch, Teamwork","We are looking for a Auditor at CARE Ethiopia in Gondar. Requirements: Bachelor's degree, 5 years experience, skills: Networking, Marketing, Teaching, Java, PyTorch, Teamwork."
Mechanic,Ethiopian Airlines,Addis Ababa,Bachelor's,8,"TensorFlow, Flask, SQL, Pandas","We are looking for a Mechanic at Ethiopian Airlines in Addis Ababa. Requirements: Bachelor's degree, 8 years experience, skills: TensorFlow, Flask, SQL, Pandas."
Marketing Officer,Habesha Breweries,Jimma,High School,1,"AWS, NumPy, QuickBooks, Excel, Communication, Teamwork","We are looking for a Marketing Officer at Habesha Breweries in Jimma. Requirements: High School degree, 1 years experience, skills: AWS, NumPy, QuickBooks, Excel, Communication, Teamwork."
Data Analyst,Pathfinder International,Jimma,Diploma,2,"Scikit-learn, Writing, Teamwork, Networking, Research, AWS, Ethical Hacking, Communication","We are looking for a Data Analyst at Pathfinder International in Jimma. Requirements: Diploma degree, 2 years experience, skills: Scikit-learn, Writing, Teamwork, Networking, Research, AWS, Ethical Hacking, Communication."
Chef,Awash Bank,Debre Zeit,Diploma,8,"Machine Learning, HTML, NumPy, SAP","We are looking for a Chef at Awash Bank in Debre Zeit. Requirements: Diploma degree, 8 years experience, skills: Machine Learning, HTML, NumPy, SAP."
Financial Analyst,UNICEF Ethiopia,Mekelle,High School,8,"Excel, Python, Networking","We are looking for a Financial Analyst at UNICEF Ethiopia in Mekelle. Requirements: High School degree, 8 years experience, skills: Excel, Python, Networking."
Administrative Assistant,Ethio Telecom,Dire Dawa,Diploma,3,"Networking, Writing, Microsoft Office, Research, Cisco, Amharic, TensorFlow, Git","We are looking for a Administrative Assistant at Ethio Telecom in Dire Dawa. Requirements: Diploma degree, 3 years experience, skills: Networking, Writing, Microsoft Office, Research, Cisco, Amharic, TensorFlow, Git."
Teacher,Ethio Telecom,Bahir Dar,Master's,7,"Sales, AWS, Writing, Leadership, Marketing, HTML","We are looking for a Teacher at Ethio Telecom in Bahir Dar. Requirements: Master's degree, 7 years experience, skills: Sales, AWS, Writing, Leadership, Marketing, HTML."
Hotel Manager,Oxfam GB,Dire Dawa,Bachelor's,0,"Marketing, Scikit-learn, Research, Accounting, PyTorch","We are looking for a Hotel Manager at Oxfam GB in Dire Dawa. Requirements: Bachelor's degree, 0 years experience, skills: Marketing, Scikit-learn, Research, Accounting, PyTorch."
Data Analyst,Ethiopian Shipping Lines,Addis Ababa,High School,10,"AWS, Data Analysis, QuickBooks, Accounting, Leadership, Django","We are looking for a Data Analyst at Ethiopian Shipping Lines in Addis Ababa. Requirements: High School degree, 10 years experience, skills: AWS, Data Analysis, QuickBooks, Accounting, Leadership, Django."
Marketing Officer,Population Services International,Mekelle,Bachelor's,0,"Amharic, QuickBooks, HTML, TensorFlow, Cybersecurity","We are looking for a Marketing Officer at Population Services International in Mekelle. Requirements: Bachelor's degree, 0 years experience, skills: Amharic, QuickBooks, HTML, TensorFlow, Cybersecurity."
Network Administrator,NIB Insurance,Jimma,Bachelor's,9,"Ethical Hacking, Data Analysis, Teamwork","We are looking for a Network Administrator at NIB Insurance in Jimma. Requirements: Bachelor's degree, 9 years experience, skills: Ethical Hacking, Data Analysis, Teamwork."
Administrative Assistant,Habesha Breweries,Jimma,Bachelor's,5,"JavaScript, HTML, Teaching, Django, Project Management, CSS, Git, Ethical Hacking","We are looking for a Administrative Assistant at Habesha Breweries in Jimma. Requirements: Bachelor's degree, 5 years experience, skills: JavaScript, HTML, Teaching, Django, Project Management, CSS, Git, Ethical Hacking."
Mechanic,Awash Bank,Jimma,High School,9,"CSS, Amharic, Flask","We are looking for a Mechanic at Awash Bank in Jimma. Requirements: High School degree, 9 years experience, skills: CSS, Amharic, Flask."
Logistics Coordinator,SOS Children's Villages,Adama,Diploma,8,"Flask, Customer Service, TensorFlow","We are looking for a Logistics Coordinator at SOS Children's Villages in Adama. Requirements: Diploma degree, 8 years experience, skills: Flask, Customer Service, TensorFlow."
